AMIE,Nombre_Institucion,Provincia,Canton,Parroquia,Sostenimiento,Area,Total_Anios_Registrados,Primer_Anio,Ultimo_Anio
11H01363,FLORA OCHOA LUDEÃA,LOJA,PUYANGO,VICENTINO,Fiscal,Rural,17,2009-2010,2025-2026
11H01283,FRANCISCO LECARO PEREZ,LOJA,PUYANGO,ALAMOR,Fiscal,Urbana,17,2009-2010,2025-2026
11H01294,PEDRO PARRALES,LOJA,PUYANGO,ALAMOR,Fiscal,Urbana,17,2009-2010,2025-2026
11H01337,PRINCESA PACCHA,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Fiscal,Rural,17,2009-2010,2025-2026
11H01319,RIO MACARA,LOJA,PUYANGO,EL ARENAL,Fiscal,Rural,17,2009-2010,2025-2026
11H01370,SANTIAGO RAMON Y CAJAL,LOJA,PUYANGO,VICENTINO,Fiscal,Rural,17,2009-2010,2025-2026
11H01343,VICENTE OLMEDO,LOJA,PUYANGO,EL LIMO (MARIANA DE JESUS),Fiscal,Rural,17,2009-2010,2025-2026
11H01690,CARLOS MANUEL OJEDA PALACIOS,LOJA,QUILANGA,QUILANGA,Fiscal,Urbana,17,2009-2010,2025-2026
11H01697,IGNACIO ALCOCER,LOJA,QUILANGA,QUILANGA,Fiscal,Urbana,17,2009-2010,2025-2026
11H01703,JOSE FAUSTO DE LA CUEVA,LOJA,QUILANGA,QUILANGA,Fiscal,Urbana,8,2009-2010,2016-2017
11H01695,MANUEL CARRION PINZANO,LOJA,QUILANGA,QUILANGA,Fiscal,Urbana,8,2009-2010,2016-2017
11H01710,RVDO  DR: SEGUNDO IGNACIO GODOY,LOJA,QUILANGA,SAN ANTONIO DE LAS ARADAS (CAB. EN LAS ARADAS),Fiscal,Rural,8,2009-2010,2016-2017
11H01423,AGUSTIN CELI,LOJA,SARAGURO,MANU,Fiscal,Rural,17,2009-2010,2025-2026
11H01467,CAZADORES DE LOS RIOS,LOJA,SARAGURO,URDANETA (PAQUISHAPA),Fiscal,Rural,17,2009-2010,2025-2026
11H01381,CELINA VIVAR ESPINOSA ITS,LOJA,SARAGURO,SARAGURO,Fiscomisional,Urbana,17,2009-2010,2025-2026
11H01444,ESCUELA FISCAL MIXTA FRANCISCO CAMPOS,LOJA,SARAGURO,SAN PABLO DE TENTA,Fiscal,Rural,17,2009-2010,2025-2026
11H01384,FRANCISCANA FRAY CRISTOBAL ZAMBRANO,LOJA,SARAGURO,SARAGURO,Fiscomisional,Urbana,17,2009-2010,2025-2026
11B00060,FRANCISCO TERAN,LOJA,SARAGURO,URDANETA (PAQUISHAPA),Fiscal,Rural,17,2009-2010,2025-2026
11B00028,INKA WASI,LOJA,SARAGURO,SARAGURO,Fiscal,Urbana,17,2009-2010,2025-2026
11H01375,INSTITUTO TEGNOLOGICO SUPERIOR  SARAGURO,LOJA,SARAGURO,SARAGURO,Fiscal,Urbana,17,2009-2010,2025-2026
11H01396,PADRE LUIS FELIPE ORDOÃEZ,LOJA,SARAGURO,EL PARAISO DE CELEN,Fiscal,Rural,17,2009-2010,2025-2026
11H01382,PURIFICACION ORTIZ  HNAS MARIANITAS,LOJA,SARAGURO,SARAGURO,Fiscomisional,Urbana,17,2009-2010,2025-2026
11H01754,SIN NOMBRE,LOJA,SARAGURO,LLUZHAPA,Fiscal,Rural,17,2009-2010,2025-2026
11H01500,CENTRO ARTESANAL EDUARDO ANDRADE JARAMILLO,LOJA,SOZORANGA,SOZORANGA,Fiscal,Urbana,6,2009-2010,2014-2015
11H01530,DR. MIGUEL ANGEL AGUIRRE SANCHEZ,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,13,2009-2010,2021-2022
11H01513,DR. OTTO AROSEMENA GOMEZ,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,17,2009-2010,2025-2026
11H01532,MATIAS ESPINOSA AYALA,LOJA,SOZORANGA,TACAMOROS,Fiscal,Rural,17,2009-2010,2025-2026
11H01593,ING.JULIO GONZALO HIDALGO,LOJA,ZAPOTILLO,LIMONES,Fiscal,Rural,17,2009-2010,2025-2026
11H01576,MANUEL GONZALO BUSTAMANTE BUSTAMANTE,LOJA,ZAPOTILLO,GARZAREAL,Fiscal,Rural,17,2009-2010,2025-2026
11H01583,SEIS DE DICIEMBRE,LOJA,ZAPOTILLO,GARZAREAL,Fiscal,Rural,17,2009-2010,2025-2026
12H00383,24 DE MAYO,LOS RIOS,BABA,BABA,Fiscal,Urbana,17,2009-2010,2025-2026
12H00381,CARLOS MARX,LOS RIOS,BABA,BABA,Fiscal,Urbana,6,2009-2010,2014-2015
12H00506,DIEGO DE TAPIA,LOS RIOS,BABA,ISLA DE BEJUCAL,Fiscal,Rural,17,2009-2010,2025-2026
12H00459,SAN AGUSTIN,LOS RIOS,BABA,GUARE,Particular,Rural,6,2009-2010,2014-2015
12H00067,EMIGDIO ESPARZA MORENO,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00308,ESMERALDA,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,6,2009-2010,2014-2015
12H00334,GALO RENE PEREZ,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,17,2009-2010,2025-2026
12H00314,LEONIDAS PLAZA GUTIERREZ,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,17,2009-2010,2025-2026
12H00029,MANUEL VILLAMARIN ORTIZ,LOS RIOS,BABAHOYO,CLEMENTE BAQUERIZO,Fiscal,Urbana,11,2009-2010,2019-2020
12H00209,MANUELA CAÃIZARES,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Fiscal,Rural,17,2009-2010,2025-2026
12H00212,MARIA EMILIA VERA ZAPATA,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Fiscal,Rural,6,2009-2010,2014-2015
12H00339,MIGUEL ANGEL SAMANIEGO JIMENEZ,LOS RIOS,BABAHOYO,LA UNION,Particular,Rural,17,2009-2010,2025-2026
12H00236,NICASIO TROYA,LOS RIOS,BABAHOYO,FEBRES CORDERO (LAS JUNTAS),Fiscal,Rural,6,2009-2010,2014-2015
12H00161,SIMON ASPIAZU BRUNIZ,LOS RIOS,BABAHOYO,CARACOL,Fiscal,Rural,17,2009-2010,2025-2026
12H00290,TARQUINO IDROVO,LOS RIOS,BABAHOYO,PIMOCHA,Fiscal,Rural,17,2009-2010,2025-2026
12H00168,VICENTE ROCAFUERTE,LOS RIOS,BABAHOYO,CARACOL,Fiscal,Rural,6,2009-2010,2014-2015
12H01674,10 DE AGOSTO,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01648,ATAHUALPA,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01699,HEROES DEL CENEPA,LOS RIOS,BUENA FE,PATRICIA PILAR,Particular,Rural,6,2009-2010,2014-2015
12H01655,JOSE MARIA VELASCO IBARRA,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01623,QUINTILIANO SANCHEZ RENDON,LOS RIOS,BUENA FE,SAN JACINTO DE BUENA FE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01952,ELSA ELENA,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01938,ESCUELA  DON BOSCO,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01935,MARIA CRISTHINA DE ANDRADE,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01999,MARIA CRISTINA HOLGUIN GUITIERREZ,LOS RIOS,MOCACHE,MOCACHE,Municipal,Urbana,6,2009-2010,2014-2015
12H01981,PUYANGO,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01937,REGION ANDINA,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01862,SANGAY,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01975,SEVERO SUAREZ MORA,LOS RIOS,MOCACHE,MOCACHE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01856,UNION Y PROGRESO,LOS RIOS,MOCACHE,MOCACHE,Municipal,Urbana,17,2009-2010,2025-2026
12H00531,11 DE OCTUBRE,LOS RIOS,MONTALVO,MONTALVO,Fiscal,Urbana,6,2009-2010,2014-2015
12H00516,CORALIA AGUIRRE DE VILLACRES,LOS RIOS,MONTALVO,MONTALVO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00521,IBARRA,LOS RIOS,MONTALVO,MONTALVO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00530,TULCAN,LOS RIOS,MONTALVO,MONTALVO,Fiscal,Urbana,17,2009-2010,2025-2026
12H01533,12 DE OCTUBRE,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01510,24 DE MAYO,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01560,28 DE ENERO,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01496,4 DE SEPTIEMBRE,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01521,MANUEL CASIMIRO LUNA,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01527,NUEVA UNION,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H01468,PALENQUE,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,6,2009-2010,2014-2015
12H01470,PORTOVIEJO,LOS RIOS,PALENQUE,PALENQUE,Fiscal,Urbana,17,2009-2010,2025-2026
12H00621,GUILLERMO AROSEMENA CORONEL,LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00624,JUAN MONTALVO,LOS RIOS,PUEBLOVIEJO,PUEBLOVIEJO,Fiscal,Urbana,6,2009-2010,2014-2015
12H00661,UNIDAD EDUCATIVA  HISPANA,LOS RIOS,PUEBLOVIEJO,SAN JUAN,Particular,Rural,6,2009-2010,2014-2015
12H00870,5 DE JUNIO,LOS RIOS,QUEVEDO,24 DE MAYO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00904,ALFREDO VERA ARRATA,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,Particular,Urbana,6,2009-2010,2014-2015
12H00718,AMERICA,LOS RIOS,QUEVEDO,QUEVEDO,Particular,Urbana,17,2009-2010,2025-2026
12H00762,BENJAMIN,LOS RIOS,QUEVEDO,SAN CAMILO,Particular,Urbana,6,2009-2010,2014-2015
12H00922,DORA MOSQUERA ANDRADE DE PEÃA,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,Fiscal,Urbana,17,2009-2010,2025-2026
12H02167,GREEN HILLS,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,Particular,Urbana,17,2009-2010,2025-2026
12H00828,HANSITO FONG G.,LOS RIOS,QUEVEDO,SAN CRISTOBAL,Particular,Urbana,6,2009-2010,2014-2015
12H00877,JAIME ROLDOS AGUILERA,LOS RIOS,QUEVEDO,24 DE MAYO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00756,JUAN LEON MERA,LOS RIOS,QUEVEDO,SAN CAMILO,Fiscal,Urbana,17,2009-2010,2025-2026
12H00923,LA DOLOROSA,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,Particular,Urbana,6,2009-2010,2014-2015
12H00722,PROVINCIA DE LOS RIOS,LOS RIOS,QUEVEDO,SAN CAMILO,Particular,Urbana,6,2009-2010,2014-2015
12H00819,QUEVEDO,LOS RIOS,QUEVEDO,SAN CRISTOBAL,Particular,Urbana,15,2009-2010,2023-2024
12H00958,SAN CARLOS,LOS RIOS,QUEVEDO,SAN CARLOS,Fiscal,Rural,17,2009-2010,2025-2026
12H00737,TIA JESSY,LOS RIOS,QUEVEDO,SAN CAMILO,Particular,Urbana,17,2009-2010,2025-2026
12H02047,VICENTE ROCAFUERTE,LOS RIOS,QUEVEDO,VENUS DEL RIO QUEVEDO,Particular,Urbana,17,2009-2010,2025-2026
12H01182,ALEJANDRO HUMBOLDT,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01170,BARTOLOME DE LAS CASA,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01183,FRANCISCO AGUIRRE ABAD,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01204,GRAL VICENTE ANDA AGUIRRE,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01202,MARINA  CASTILLO DE YEPEZ,LOS RIOS,QUINSALOMA,QUINSALOMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H00991,JAIME COLOMA SANCHEZ,LOS RIOS,URDANETA,CATARAMA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01068,LEONIDAS ICAZA VALVERDE,LOS RIOS,URDANETA,RICAURTE,Fiscal,Rural,6,2009-2010,2014-2015
12H01001,PONCE DE LEON,LOS RIOS,URDANETA,CATARAMA,Fiscal,Urbana,6,2009-2010,2014-2015
12H01848,ESCUELA SEGUNDO CALDERON LOPEZ,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,6,2009-2010,2014-2015
12H01727,JUAN LEON MERA,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01771,JULIO TOBAR BAQUERO,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01791,PEDRO VICENTE MALDONADO,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,6,2009-2010,2014-2015
12H01747,PROVINCIA DE EL ORO,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01736,QUIROGA,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01720,SAN FRANCISCO DE ASIS,LOS RIOS,VALENCIA,VALENCIA,Particular,Urbana,17,2009-2010,2025-2026
12H01826,THOLOMEO,LOS RIOS,VALENCIA,VALENCIA,Fiscal,Urbana,17,2009-2010,2025-2026
12H01086,5 DE JUNIO,LOS RIOS,VENTANAS,VENTANAS,Particular,Urbana,6,2009-2010,2014-2015
12H01103,6 DE DICIEMBRE,LOS RIOS,VENTANAS,VENTANAS,Municipal,Urbana,6,2009-2010,2014-2015
12H01244,AZOGUES,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,6,2009-2010,2014-2015
12H01252,CAMILO BONILLA POLO,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H01083,CIUDAD DE VENTANAS,LOS RIOS,VENTANAS,VENTANAS,Fiscal,Urbana,7,2009-2010,2015-2016
12H01099,CIUDAD DE VENTANAS,LOS RIOS,VENTANAS,VENTANAS,Fiscal,Urbana,17,2009-2010,2025-2026
12H01107,DON BOSCO,LOS RIOS,VENTANAS,VENTANAS,Particular,Urbana,6,2009-2010,2014-2015
12H01223,JUAN BENIGNO VELA,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H01227,JUAN LEON MERA,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,6,2009-2010,2014-2015
12H01257,LOS CHIMBOS,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H01267,PEDRO PABLO EGUEZ BAQUERIZO,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,17,2009-2010,2025-2026
12H01100,REAL AUDIENCIA DE QUITO,LOS RIOS,VENTANAS,VENTANAS,Fiscal,Urbana,17,2009-2010,2025-2026
12H01248,REINO DE QUITO,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,6,2009-2010,2014-2015
12H01219,SIMON RODRIGUEZ,LOS RIOS,VENTANAS,ZAPOTAL,Fiscal,Rural,9,2009-2010,2017-2018
12H01096,TEODORO MALDONADO CARBO,LOS RIOS,VENTANAS,VENTANAS,Fiscal,Urbana,17,2009-2010,2025-2026
12H01291,24 DE MAYO,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01301,DOCTOR ANTONIO BORRERO,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01308,DR REMIGIO CRESPO TORAL,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01421,DR. ALBERTO CARLIER CASTRO,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Fiscal,Rural,17,2009-2010,2025-2026
12H01391,GUAYAQUIL,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01464,JOSEFINA BARBA,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Fiscal,Rural,6,2009-2010,2014-2015
12H01459,JULIA BELTRAN DE GONZALEZ,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Fiscal,Rural,17,2009-2010,2025-2026
12H01292,JULIO H MUÃOZ,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,6,2009-2010,2014-2015
12H01389,PADRE MAXIMO GUISASOLA,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
12H01435,PEDRO TEOFILO CAICEDO LITARDO,LOS RIOS,VINCES,ANTONIO SOTOMAYOR (CAB. EN PLAYAS DE VINCES),Fiscal,Rural,7,2009-2010,2015-2016
12H01362,PROF JACINTO ZAMBRANO COELLO,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,6,2009-2010,2014-2015
12H01319,RIO CHIRA,LOS RIOS,VINCES,VINCES,Fiscal,Urbana,17,2009-2010,2025-2026
13H03789,6 DE SEPTIEMBRE,MANABI,24 DE MAYO,NOBOA,Fiscal,Rural,7,2009-2010,2015-2016
13H03680,AURELIO LASSO GRIJALVA,MANABI,24 DE MAYO,SUCRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H03765,GLORIOSO PALMA GUERRERO,MANABI,24 DE MAYO,BELLAVISTA,Fiscal,Rural,6,2010-2011,2016-2017
13H03759,GUAYAQUIL,MANABI,24 DE MAYO,BELLAVISTA,Fiscal,Rural,8,2009-2010,2016-2017
13H03687,HEROE DE PAQUISHA,MANABI,24 DE MAYO,SUCRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H03702,JACINTO VALERIANO,MANABI,24 DE MAYO,SUCRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H03730,LUIS AUGUSTO MENDOZA MOREIRA,MANABI,24 DE MAYO,SUCRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H03821,MARIA BRIGIDA VILLEGAS LASCANO,MANABI,24 DE MAYO,ARQUITECTO SIXTO DURAN BALLEN,Fiscal,Rural,17,2009-2010,2025-2026
13H03808,RICARDO CHAVEZ MACIAS,MANABI,24 DE MAYO,ARQUITECTO SIXTO DURAN BALLEN,Fiscal,Rural,10,2009-2010,2025-2026
13H00890,10 DE AGOSTO,MANABI,BOLIVAR,QUIROGA,Municipal,Rural,8,2009-2010,2016-2017
13H00788,13  DE OCTUBRE,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00872,2 DE AGOSTO,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00858,ALFONSO BARRERA VALVERDE,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,17,2009-2010,2025-2026
13H00866,ANGEL GABRIEL CEDEÃO,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,7,2009-2010,2015-2016
13H04543,ELOY ALFARO,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,17,2009-2010,2025-2026
13H00742,FEDERICO GONZALEZ SUAREZ,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,6,2009-2010,2014-2015
13H04862,JOSE MARIA VELAZ EXT. 640D,MANABI,BOLIVAR,MEMBRILLO,Fiscomisional,Rural,16,2010-2011,2025-2026
13H00803,JULIO COBO HERNANDEZ,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,6,2009-2010,2014-2015
13H00893,MANUEL QUIROGA,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,6,2009-2010,2014-2015
13H04528,MARISCAL DE AYACUCHO,MANABI,BOLIVAR,MEMBRILLO,Particular,Rural,14,2009-2010,2022-2023
13H00831,POPULAR MEMBRILLO,MANABI,BOLIVAR,MEMBRILLO,Fiscal,Rural,17,2009-2010,2025-2026
13H00799,QUINCHE FELIX REZABALA,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00877,QUITO LUZ DE AMERICA,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,17,2009-2010,2025-2026
13H00841,SIMON BOLIVAR,MANABI,BOLIVAR,MEMBRILLO,Particular,Rural,17,2009-2010,2025-2026
13H00805,TRANQUILINO MONTESDEOCA DUEÃAS,MANABI,BOLIVAR,CALCETA,Fiscal,Urbana,17,2009-2010,2025-2026
13H05362,UNIDAD EDUCATIVA  DR MANUEL BENJAMIN  CARRION,MANABI,BOLIVAR,QUIROGA,Fiscal,Rural,9,2017-2018,2025-2026
13H01228,2 DE AGOSTO,MANABI,CHONE,CHIBUNGA,Fiscal,Rural,17,2009-2010,2025-2026
13H01155,21 DE NOVIEMBRE,MANABI,CHONE,CANUTO,Fiscal,Rural,8,2009-2010,2016-2017
13H01161,5 DE JUNIO,MANABI,CHONE,CANUTO,Fiscal,Rural,17,2009-2010,2025-2026
13H01202,9 DE OCTUBRE,MANABI,CHONE,CONVENTO,Fiscal,Rural,17,2009-2010,2025-2026
13H00920,ABDON CALDERON,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01340,ABRAHAN GREGORIO LOOR,MANABI,CHONE,RICAURTE,Fiscal,Rural,17,2009-2010,2025-2026
13H00991,AMADOR VERA VERA,MANABI,CHONE,CHONE,Fiscal,Urbana,6,2009-2010,2014-2015
13H00981,ANDRES DELGADO COPPIANO,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01305,ANGUSTIA ARAGUNDI,MANABI,CHONE,ELOY ALFARO,Fiscal,Rural,17,2009-2010,2025-2026
13H01193,CAMILO PONCE ENRRIQUE,MANABI,CHONE,CONVENTO,Fiscal,Rural,17,2009-2010,2025-2026
13H00927,CAPITAN PEDRO ALCIVAR,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01131,CORONEL RAMOS IDUARTE,MANABI,CHONE,BOYACA,Fiscal,Rural,17,2009-2010,2025-2026
13H05429,DR. JOSE MARIA EGAS,MANABI,CHONE,CONVENTO,Fiscal,Rural,8,2018-2019,2025-2026
13H05178,EFRAIN SANCHEZ SANCHEZ,MANABI,CHONE,CHIBUNGA,Fiscal,Rural,13,2013-2014,2025-2026
13H01084,FLOR MEDRANDA DE CHANCAY,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,7,2009-2010,2015-2016
13H04684,FRANCISCA VARGAS MANZABA,MANABI,CHONE,SANTA RITA,Particular,Urbana,7,2009-2010,2015-2016
13H01312,FRANCISCO ZAMBRANO LOOR,MANABI,CHONE,RICAURTE,Fiscal,Rural,17,2009-2010,2025-2026
13H00945,INSTITUTO TECNICO SUPERIOR DE INFORMATICA CHONE,MANABI,CHONE,CHONE,Particular,Urbana,17,2009-2010,2025-2026
13H04857,JOSE MARIA VELAS EXT. 28,MANABI,CHONE,CHONE,Fiscomisional,Urbana,16,2010-2011,2025-2026
13H01116,JUAN CRUZ AIZPRUA,MANABI,CHONE,BOYACA,Fiscal,Rural,17,2009-2010,2025-2026
13H03068,JUAN DE DIOS MENDOZA,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00998,JUAN JACOBO ROUSSEAU,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01241,LIBERTADOR SIMON BOLIVAR,MANABI,CHONE,CHIBUNGA,Fiscal,Rural,17,2009-2010,2025-2026
13H01249,LOYOLA ZAMBRANO ZAMBRANO,MANABI,CHONE,CHIBUNGA,Fiscal,Rural,17,2009-2010,2025-2026
13H01063,MANUEL ACOSTA MERO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H01263,MARIA AUXILIADORA,MANABI,CHONE,CHIBUNGA,Particular,Rural,7,2009-2010,2015-2016
13H01053,MEDIO MUNDO,MANABI,CHONE,SANTA RITA,Particular,Urbana,7,2009-2010,2015-2016
13H01380,MIGUEL SOLORZANO,MANABI,CHONE,SAN ANTONIO,Fiscal,Rural,17,2009-2010,2025-2026
13H01384,NELSON SEGURA,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01197,NUEVAS TRAVESURAS,MANABI,CHONE,CONVENTO,Fiscal,Rural,10,2009-2010,2018-2019
13H04608,NUEVO ORIENTE,MANABI,CHONE,SANTA RITA,Particular,Urbana,17,2009-2010,2025-2026
13H01350,OCTAVIANO INTRIAGO,MANABI,CHONE,RICAURTE,Fiscal,Rural,17,2009-2010,2025-2026
13H01144,PEDRO PABLO VALDEZ,MANABI,CHONE,CANUTO,Fiscal,Rural,10,2009-2010,2025-2026
13H01208,RAMON GILER VEGA,MANABI,CHONE,CONVENTO,Fiscal,Rural,17,2009-2010,2025-2026
13H00917,REPUBLICA DE MEXICO,MANABI,CHONE,CHONE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01088,SAMUEL ANTONIO CEDEÃO ZAMBRANO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H01024,SAN ANTONIO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00208,SAN CAYETANO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H04548,SAN PEDRO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H00933,SOFIA HIDALGO,MANABI,CHONE,CHONE,Fiscal,Urbana,7,2009-2010,2015-2016
13H01081,SOLON GARCIA CEDEÃO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H01085,ULADISLAO FREILE,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,6,2009-2010,2014-2015
13H01059,YELMO  RIVADENEIRA CAICEDO,MANABI,CHONE,SANTA RITA,Fiscal,Urbana,17,2009-2010,2025-2026
13H01543,12 DE OCTUBRE,MANABI,EL CARMEN,4 DE DICIEMBRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H01536,3 DE ABRIL,MANABI,EL CARMEN,4 DE DICIEMBRE,Particular,Urbana,7,2009-2010,2015-2016
13H01547,5 DE JUNIO,MANABI,EL CARMEN,4 DE DICIEMBRE,Fiscal,Urbana,17,2009-2010,2025-2026
13H04483,9 DE OCTUBRE,MANABI,EL CARMEN,EL CARMEN,Fiscal,Urbana,17,2009-2010,2025-2026
